feedback_id,user_id,session_id,message_id,reported_at,negative_rating,category,additional_info
f1e5b7d7-3bd5-4ae4-b108-0d6b84e07e9a,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,6399e415-3866-4c4a-9bae-4f6d29caca56,2026-02-16 14:04:25.604+00,true,Wrong result,"{""badges"":[""Wrong result""],""comment"":""opened multiple tabs when asked to close the opened tab."",""include_context"":true,""contact_me"":false}"
b5b806fd-a633-468a-96b2-0b85d50a9e69,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,9e03edee-b401-4a16-891d-ddc6354e64dc,2026-02-16 13:35:29.701+00,true,Wrong result,"{""badges"":[""Wrong result""],""comment"":""Didn't do exactly what I intended it to do."",""include_context"":true,""contact_me"":false}"
5aa3546d-1462-438c-943e-cacdce3e1ceb,91f195ba-eeee-46d9-9f80-56e68ef2b2a7,,27ba2454-5fb2-438e-a523-040aedc530c5,2026-02-16 04:06:48.036+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
0edf36f0-998a-4b16-a146-5c5af5628878,db178ad7-e598-40a7-8403-4c11eae6c35c,,b3e53b04-fc90-4e86-90b2-120d1b526027,2026-02-12 16:06:09.017+00,true,Confusing,"{""badges"":[""Confusing""],""comment"":"""",""include_context"":true,""contact_me"":false}"
aec69792-976d-462d-a564-00bc9764b906,db178ad7-e598-40a7-8403-4c11eae6c35c,,b3e53b04-fc90-4e86-90b2-120d1b526027,2026-02-12 16:05:49.829+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
56224b07-cb46-415a-a2b6-61a76c6df7b5,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,8a97e4b9-1641-4619-9937-e15c7c544761,2026-02-12 15:05:36.848+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
258cf670-9ac6-4afd-8bec-86f31e0915fb,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,f3053ba9-19af-426d-8d5d-6b36d05266e9,2026-02-12 14:33:49.981+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
ee3dc6b7-0611-421d-8d6a-6d79f6dd5565,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,97086269-fff8-4a3a-a652-8d7361218ff2,2026-02-12 11:47:23+00,true,Inacurate,Didn't perform the intended action
98cc5091-98a5-4cee-806c-e553e6ac62e7,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,84063470-f9d2-43bb-b690-9182410b7d93,2026-02-12 11:45:56+00,,testing,testing
6022b367-955e-4deb-b7e9-5f50c7cb859a,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,e945d880-b80a-4e5c-8292-2f9493f1699c,2026-02-12 11:23:00+00,false,Correct,testing
c1f80f2e-3497-4c2c-a366-8005648b95e6,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,25b8361a-5b23-44fd-be3c-a022695436dd,2026-02-12 11:07:28+00,,No negative,testing for negative
f0de1d76-80e3-4a67-9785-f24a2ef4b4b1,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,0b9d1d58-c6bc-4c4d-a9d0-5d9b8874b07a,2026-02-12 10:53:22+00,true,Incorrect,testing negative
cfdd1893-7ade-4755-bddb-d6bd9546d197,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,f9334d17-30ba-4d56-926c-a500a3a764b6,2026-02-12 10:41:15+00,false,Accurate,testing
99f6ed6f-0c13-49cf-9d0d-0546c26fb678,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,422289e9-5877-409a-9daf-1e6fdb9d500c,2026-02-11 22:35:11.705+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""splitview this tab\n\nOK, I've created a split view for you with \""Kahana - Blogs - Google Docs\"" in one pane and a \""New Tab\"" in the other.\nsplitview this tab and the Kahana Looker Reports\n\nI couldn't find a tab matching \""Kahana Looker Reports.\"" Can you double-check the exact name of the tab or provide a URL so I can create the split view for you?\ncan you tell me what tabs are in the Marketing tab group>\n\nOK, here are the tabs currently in your \""marketing\"" tab group:\n\n    Kahana - Calendar - February 2026\n    Grow | LinkedIn\n    Kahana - Blogs - Google Docs\n    Kahana Reports › Google Search Console\n    Kahana SEO Blog: Sizing Impact Approach - Google Docs\n\ni want to splitview Kahana - Blogs - Google Docs\nKahana Reports › Google Search Console\n\nIt looks like \""Kahana - Blogs - Google Docs\"" is already in a split view. Is there another tab you'd like to pair with \""Kahana Reports › Google Search Console\"" in a new split view?\nyes, Kahana Reports › Google Search Console\nThinking...\nAdd split view\n\nIt looks like \""Kahana - Blogs - Google Docs\"" is already in a split view. Is there another tab you'd like to pair with \""Kahana Reports › Google Search Console\"" in a new split view?"",""include_context"":true,""contact_me"":true}"
d8aadc4d-6554-4249-b356-08aba4b48dac,91f195ba-eeee-46d9-9f80-56e68ef2b2a7,,8a740a6d-08af-4400-91a3-e7a017926b0f,2026-02-11 22:17:01.536+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
c9be77f0-2887-4588-95fa-fc5a9c0e6f73,91f195ba-eeee-46d9-9f80-56e68ef2b2a7,,8a740a6d-08af-4400-91a3-e7a017926b0f,2026-02-11 22:16:34.458+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
51c7e54f-ac0b-408a-8ab6-1a4bdd84b399,8845c0f5-da2b-4fcc-bc46-d674f4a1d9e3,,f3796338-5660-4402-821c-9225d06cbb67,2026-02-11 19:06:08.363+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
3025a2f7-009f-44be-aa41-5eb000f4f6ab,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,10cb2ad6-60e5-47ab-8d93-71f868fef766,2026-02-11 18:30:35.859+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""now add this tab to Recipes\nThinking...\n\nError: Error: Lambda 502 Internal Server Error"",""include_context"":true,""contact_me"":true}"
95fe9024-3eef-4ddd-8c9b-f18498a24759,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,8d6ecce8-ed6b-4248-9096-0d8ed1b2b6c5,2026-02-11 18:22:30.475+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
17d2e05c-b2ce-452a-a19d-43551119d4d4,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,260ace85-15f9-4a03-aac0-9f98b1a137af,2026-02-11 17:06:41.588+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""User: \""add this tab to \""Food Tour\""\""\n\nAI response: \nThinking...\n\nError: Error: Lambda 502 Internal Server Error"",""include_context"":true,""contact_me"":true}"
b18684b7-c010-41fd-8fe0-7b2c36d5959c,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,2f6cccbc-3696-4802-88fd-d8ab58c6a64a,2026-02-11 17:05:44.731+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
57268787-5aaf-440d-9638-9adf0f395d64,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,b5b68e28-4429-4ff9-81ba-e96e18e87bb6,2026-02-11 17:04:55.466+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
82338bd4-b478-40a1-a26c-e4b5d76d9519,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,a60246fc-f7f7-4ef9-a003-64ef8d6a33a7,2026-02-11 17:04:36.043+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
47ee983f-1360-4ce2-a1b1-77af73d593c6,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,784fe0fa-b433-4ed2-9481-bddb84998afd,2026-02-11 01:10:46.204+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""change the leads tab group color to red\n\nIt looks like there's already a tab group named \""leads\"". Would you like me to rename it, or do you want to change the color of that existing \""leads\"" tab group to red?\nyes change the color of the existing \""leads\"" tab group to red"",""include_context"":true,""contact_me"":true}"
4ff06ca7-ce92-438d-b6b8-3da4fc31db3d,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,e752c835-da31-4c54-8df9-f10b5771190f,2026-02-11 00:28:07.646+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
39afad6a-e3a1-4f3e-86f3-f12823284f48,b3eaaa88-1c97-426c-819e-1e3d8dcb4ed0,,3f500e78-593c-493d-b036-c10c9c0bf9d1,2026-02-10 23:15:58.269+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
bf3c4027-5897-4674-9256-19e2710218ca,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,,2026-02-10 13:15:42.72+00,true,Incorrect,Didn't perform the intended action
01bf0912-676a-4ab5-a443-0cece90f8350,4a1e277d-4838-4c56-bd84-bf0ab4867ee4,,,2026-02-10 13:13:50.661+00,false,Accurate,it was easy to use
68d57937-2cfa-4e24-b2d5-d865749c8e89,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,b7303bd8-eedf-4b85-b982-d51589b9d8df,2026-02-10 00:26:42.566+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
eaa5d8ab-aef4-4bce-a60e-0ee0c3d85e86,38412c06-264d-4e0d-bd94-9db9bfb042b5,,f4ff05ab-b7a5-44bc-8aba-a23f38aaad6b,2026-02-09 22:07:38.315+00,true,Wrong result,"{""badges"":[""Wrong result""],""comment"":""I wish it would have replied HI back"",""include_context"":true,""contact_me"":false}"
ec56c2d1-0bdc-4a80-af37-eb46f45f305c,77f33b2d-557c-416a-b4e5-388ce413048f,,4ea576c0-10f7-4d9c-9259-db8e91eeaa0d,2026-02-09 20:43:56.067+00,true,Wrong result,"{""badges"":[""Wrong result""],""comment"":""Didn't open the first result - sponsored or otherwise.\n\nI looked up \""new york city events\"" and asked the AI to open the first result. It directed me to a page that wasn't the first result shown to me."",""include_context"":true,""contact_me"":false}"
f2090d77-878d-47c0-9f64-eb2d3673c414,77f33b2d-557c-416a-b4e5-388ce413048f,,f7eb01f5-84a0-488b-8e1d-8927eb21121a,2026-02-09 20:41:31.425+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
04980a2b-31cf-4655-8cbf-062c92f4febc,22c57cca-9933-42c8-9e08-977ea11dba98,,a831482a-5c61-499a-a926-8f6bd6e4a9af,2026-02-09 18:55:20.71+00,true,Wrong result,"{""badges"":[""Wrong result"",""Didn't work""],""comment"":"""",""include_context"":true,""contact_me"":false}"
c520f8d2-5cd2-429c-838b-4d3ab83bbd2e,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,526b8892-7c9f-4bb3-a7fe-dac9945edf75,2026-02-07 17:56:59.685+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
17d5f9d1-55b4-45c0-8ef7-5826f23ef6e4,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,5ef5af2a-02ab-4f5c-8fc1-06ba3599a2c6,2026-02-06 18:08:20.635+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
83a7762f-11a2-4052-98f3-84701462620f,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,24439720-c8ca-4ea5-bc04-a2bc149f4292,2026-02-06 17:49:58.975+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
442ccf7e-95ff-48e7-9059-8735a01dd5aa,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,d47191bd-d30d-4634-be55-bc9747a4dc47,2026-02-06 17:34:24.921+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
5b8a3df0-b8cd-4acb-838a-bb59a8863c7b,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,54306a64-3eb3-4344-a756-3dd9a66060f4,2026-02-06 17:34:10.721+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
6e84f849-32ea-41ca-a202-dc85b9dc2bfd,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,9d24103e-2d03-4329-9b32-dc45cd12b803,2026-02-06 16:51:20.908+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
aa35c651-9962-4598-9e2a-92e1ddbcb4e8,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,a41c7af8-0981-4791-aa4b-08c734b8993d,2026-02-06 16:50:34.816+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
ad71cf37-81d8-4693-9c0e-6d8f7cce21a2,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,dea8ea9a-e325-4dc7-845b-91f81a223251,2026-02-06 16:48:26.015+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
12eb48c5-42b7-45d3-bf98-4b1903180386,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,31821b81-a0a5-4295-ac0d-7fc7b2f1388e,2026-02-05 21:35:53.226+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
03b94c96-f879-496a-a960-be2a72cdb1dd,e2c6f468-355e-4800-b866-4467999b65c7,,1e1479c8-92e2-45ca-a1bf-85982b82d565,2026-02-05 20:22:16.703+00,true,Suggestion,"{""badges"":[""Suggestion""],""comment"":""could be better"",""include_context"":true,""contact_me"":false}"
8c9da6dd-13f5-438d-8854-b124de2f1f91,e2c6f468-355e-4800-b866-4467999b65c7,,3557a045-4357-45de-8695-24ede764da58,2026-02-05 20:04:08.927+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
907e2b64-4c50-4ed1-8602-e2c9f5806580,e2c6f468-355e-4800-b866-4467999b65c7,,15c6e672-6683-47eb-b4f9-3a5c77ad75d1,2026-02-05 20:03:54.892+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
bc26932e-3301-4bd5-9913-55c42607772d,e2c6f468-355e-4800-b866-4467999b65c7,,6a472cf8-0498-4349-be59-6ca77b44ad00,2026-02-05 20:03:46.808+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
1a4081e6-2210-4612-b167-986c4a6279af,e2c6f468-355e-4800-b866-4467999b65c7,,812c286e-43a8-4f55-a44c-dad043e2cde3,2026-02-05 19:53:47.533+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
9b0922ce-4111-4417-908f-54655c7ea4ae,e2c6f468-355e-4800-b866-4467999b65c7,,f0f08ad2-cd84-4bf7-a596-38d69427bcbd,2026-02-05 19:53:33.906+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":"""",""include_context"":true,""contact_me"":false}"
e8f22748-5287-4413-8b84-9fb9a1ac8ebb,e2c6f468-355e-4800-b866-4467999b65c7,,8817f796-76c3-469f-bfc0-6696a2434f93,2026-02-05 19:44:30.087+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
c285c28d-e793-43c7-aff2-44d621c3284f,e2c6f468-355e-4800-b866-4467999b65c7,,8817f796-76c3-469f-bfc0-6696a2434f93,2026-02-05 19:43:43.83+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
46c50e8e-f128-4bab-8691-0f1b933f6663,e2c6f468-355e-4800-b866-4467999b65c7,,4172fc9b-b346-4278-a2bc-a89304a4065f,2026-02-05 19:39:03.703+00,true,Confusing,"{""badges"":[""Confusing""],""comment"":""it should've said Hi back"",""include_context"":true,""contact_me"":false}"
d77e3926-bdc2-45cd-aead-3acfd6ad18bd,e2c6f468-355e-4800-b866-4467999b65c7,,2fbd7a9f-fae6-41b8-9a88-85b66bae89d2,2026-02-05 19:38:19.765+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
e61cdb4a-709e-4785-abc5-bb1520eede7e,e2c6f468-355e-4800-b866-4467999b65c7,,2fbd7a9f-fae6-41b8-9a88-85b66bae89d2,2026-02-05 19:38:13.974+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
d1f153e5-3a59-439f-b470-08b19fe25552,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,fb35c111-2fd6-469b-a75d-1c1e77ee7a77,2026-02-05 04:08:44.351+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
0676bf51-8391-468d-8505-058334ca229d,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,da8ab20e-9ac7-4c1d-a0bb-50b8159bde0f,2026-02-05 03:41:45.165+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
eb9296e9-8af7-4345-a6d4-478b25e666bf,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,e66ec67c-f027-4826-bcf4-f2224d46521e,2026-02-05 03:38:35.116+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
d3dda362-1626-4a81-8fc9-de6e26d5ef64,38412c06-264d-4e0d-bd94-9db9bfb042b5,,306e3425-02bb-4e4d-8b74-27a8a390a443,2026-02-04 22:04:52.541+00,true,Other,"{""badges"":[],""comment"":""It didnt work for \""show\"" command vs search"",""include_context"":true,""contact_me"":false}"
1d542756-9017-49ab-840d-fc50452c4567,38412c06-264d-4e0d-bd94-9db9bfb042b5,,306e3425-02bb-4e4d-8b74-27a8a390a443,2026-02-04 22:04:01.58+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
60d1349b-c2a4-430d-8931-6e2f7e491aa3,38412c06-264d-4e0d-bd94-9db9bfb042b5,,306e3425-02bb-4e4d-8b74-27a8a390a443,2026-02-04 22:03:47.009+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
818f8fdd-866a-432e-aaec-08f969d0a22d,91f195ba-eeee-46d9-9f80-56e68ef2b2a7,,238a0b65-9546-4ac5-9ced-678154914904,2026-02-04 21:50:36.342+00,true,Suggestion,"{""badges"":[""Suggestion"",""Other""],""comment"":""The result should say \""helpful Oasis Browser Assistant\"""",""include_context"":true,""contact_me"":false}"
bca24a42-ad62-46ff-9cfb-2abfff133a18,69800f31-0ab7-41f5-b51f-30b317c157e9,,e8222ce7-2620-46a4-a22a-d13f439821a9,2026-02-04 18:58:51.914+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
7b60c7a7-267d-46e6-b480-fa33cc621012,7ab74e3f-237a-4d2d-bd6d-0fd99a5e83e5,,5a6b0cd8-836b-410c-abb9-05d82300d3fd,2026-02-03 22:40:29.784+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
bc0091e3-82bf-4d4c-979d-7a078186841d,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,75815482-24fe-46e7-8db5-b6da9b5ef73a,2026-02-03 22:18:25.623+00,true,Wrong result,"{""badges"":[""Wrong result"",""Confusing""],""comment"":""As a user, I used the ai command: \""search for good biryani recipes in a new window\""\n\nAnd then the AI response was this \""I have opened a new window and searched for \""good biryani recipes\"" on Google in that new window.\""\n\nHoewver, the problem is while it correctly searched for good biryani recipes in a new tab, it didn't open a new a window with that search"",""include_context"":true,""contact_me"":false}"
6bf46dab-8741-449f-9ad7-811b42337eb2,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,97d7e17b-9810-4369-ae85-aba524337c1b,2026-02-03 22:16:18.05+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
